transaction_id,date,description,merchant,category,amount,type,day_of_week,day_of_month,month,year,is_weekend,balance
188,2025-01-06 10:58:05.115834,Apple Music - Subscriptions,Apple Music,Subscriptions,-95.41,debit,Monday,6,1,2025,False,-16014.439999999991
189,2025-01-06 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-156.88,debit,Monday,6,1,2025,False,-16171.31999999999
190,2025-01-07 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-293.22,debit,Tuesday,7,1,2025,False,-16464.53999999999
191,2025-01-07 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-193.61,debit,Tuesday,7,1,2025,False,-16658.14999999999
192,2025-01-08 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-120.42,debit,Wednesday,8,1,2025,False,-16778.56999999999
193,2025-01-08 10:58:05.115834,H&M - Shopping,H&M,Shopping,-644.24,debit,Wednesday,8,1,2025,False,-17422.80999999999
194,2025-01-08 10:58:05.115834,PlayStation Store - Entertainment,PlayStation Store,Entertainment,-314.97,debit,Wednesday,8,1,2025,False,-17737.77999999999
195,2025-01-08 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-210.13,debit,Wednesday,8,1,2025,False,-17947.909999999993
196,2025-01-09 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-158.31,debit,Thursday,9,1,2025,False,-18106.219999999994
197,2025-01-09 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-303.46,debit,Thursday,9,1,2025,False,-18409.679999999993
198,2025-01-10 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-124.61,debit,Friday,10,1,2025,True,-18534.289999999994
199,2025-01-10 10:58:05.115834,Salary Deposit - Company XYZ,Employer,Income,14571.0,credit,Friday,10,1,2025,True,-3963.2899999999936
200,2025-01-11 10:58:05.115834,IKEA - Shopping,IKEA,Shopping,-990.53,debit,Saturday,11,1,2025,True,-4953.819999999993
201,2025-01-12 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-145.85,debit,Sunday,12,1,2025,False,-5099.669999999994
202,2025-01-12 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-213.34,debit,Sunday,12,1,2025,False,-5313.009999999994
203,2025-01-13 10:58:05.115834,Lulu Hypermarket - Groceries,Lulu Hypermarket,Groceries,-393.25,debit,Monday,13,1,2025,False,-5706.259999999994
204,2025-01-13 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-257.16,debit,Monday,13,1,2025,False,-5963.419999999994
205,2025-01-13 10:58:05.115834,du - Utilities,du,Utilities,-884.02,debit,Monday,13,1,2025,False,-6847.439999999993
206,2025-01-14 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-90.48,debit,Tuesday,14,1,2025,False,-6937.919999999993
207,2025-01-14 10:58:05.115834,PlayStation Store - Entertainment,PlayStation Store,Entertainment,-159.01,debit,Tuesday,14,1,2025,False,-7096.929999999993
208,2025-01-14 10:58:05.115834,West Zone - Groceries,West Zone,Groceries,-427.28,debit,Tuesday,14,1,2025,False,-7524.209999999993
209,2025-01-14 10:58:05.115834,ENOC Petrol - Transportation,ENOC Petrol,Transportation,-193.41,debit,Tuesday,14,1,2025,False,-7717.619999999993
210,2025-01-16 10:58:05.115834,Uber - Transportation,Uber,Transportation,-257.18,debit,Thursday,16,1,2025,False,-7974.799999999993
211,2025-01-16 10:58:05.115834,Apple Music - Subscriptions,Apple Music,Subscriptions,-21.11,debit,Thursday,16,1,2025,False,-7995.909999999993
212,2025-01-17 10:58:05.115834,Careem - Transportation,Careem,Transportation,-58.25,debit,Friday,17,1,2025,True,-8054.159999999993
213,2025-01-17 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-450.55,debit,Friday,17,1,2025,True,-8504.709999999992
214,2025-01-18 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-114.64,debit,Saturday,18,1,2025,True,-8619.349999999991
215,2025-01-18 10:58:05.115834,Zara - Shopping,Zara,Shopping,-914.15,debit,Saturday,18,1,2025,True,-9533.49999999999
216,2025-01-18 10:58:05.115834,ADNOC - Transportation,ADNOC,Transportation,-143.73,debit,Saturday,18,1,2025,True,-9677.22999999999
217,2025-01-19 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-231.64,debit,Sunday,19,1,2025,False,-9908.86999999999
218,2025-01-19 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-194.08,debit,Sunday,19,1,2025,False,-10102.94999999999
219,2025-01-20 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-109.02,debit,Monday,20,1,2025,False,-10211.96999999999
220,2025-01-20 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-116.61,debit,Monday,20,1,2025,False,-10328.57999999999
221,2025-01-22 10:58:05.115834,Parking - Transportation,Parking,Transportation,-12.73,debit,Wednesday,22,1,2025,False,-10341.30999999999
222,2025-01-22 10:58:05.115834,Boots Pharmacy - Healthcare,Boots Pharmacy,Healthcare,-777.17,debit,Wednesday,22,1,2025,False,-11118.47999999999
223,2025-01-22 10:58:05.115834,Uber - Transportation,Uber,Transportation,-190.75,debit,Wednesday,22,1,2025,False,-11309.22999999999
224,2025-01-22 10:58:05.115834,Netflix - Entertainment,Netflix,Entertainment,-325.28,debit,Wednesday,22,1,2025,False,-11634.509999999991
225,2025-01-22 10:58:05.115834,Lulu Hypermarket - Groceries,Lulu Hypermarket,Groceries,-398.93,debit,Wednesday,22,1,2025,False,-12033.439999999991
226,2025-01-23 10:58:05.115834,Amazon.ae - Shopping,Amazon.ae,Shopping,-81.7,debit,Thursday,23,1,2025,False,-12115.139999999992
227,2025-01-24 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-102.5,debit,Friday,24,1,2025,True,-12217.639999999992
228,2025-01-25 10:58:05.115834,Dubai Mall - Entertainment,Dubai Mall,Entertainment,-169.06,debit,Saturday,25,1,2025,True,-12386.699999999992
229,2025-01-25 10:58:05.115834,Dubai Mall - Entertainment,Dubai Mall,Entertainment,-170.6,debit,Saturday,25,1,2025,True,-12557.299999999992
230,2025-01-26 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-197.86,debit,Sunday,26,1,2025,False,-12755.159999999993
231,2025-01-26 10:58:05.115834,PlayStation Store - Entertainment,PlayStation Store,Entertainment,-80.13,debit,Sunday,26,1,2025,False,-12835.289999999992
232,2025-01-26 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-173.36,debit,Sunday,26,1,2025,False,-13008.649999999992
233,2025-01-26 10:58:05.115834,Uber - Transportation,Uber,Transportation,-191.77,debit,Sunday,26,1,2025,False,-13200.419999999993
234,2025-01-27 10:58:05.115834,H&M - Shopping,H&M,Shopping,-240.76,debit,Monday,27,1,2025,False,-13441.179999999993
235,2025-01-27 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-162.37,debit,Monday,27,1,2025,False,-13603.549999999994
236,2025-01-27 10:58:05.115834,ENOC Petrol - Transportation,ENOC Petrol,Transportation,-230.51,debit,Monday,27,1,2025,False,-13834.059999999994
237,2025-01-27 10:58:05.115834,ADNOC - Transportation,ADNOC,Transportation,-80.82,debit,Monday,27,1,2025,False,-13914.879999999994
238,2025-01-27 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-187.84,debit,Monday,27,1,2025,False,-14102.719999999994
239,2025-01-28 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-160.08,debit,Tuesday,28,1,2025,False,-14262.799999999994
240,2025-01-28 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-259.31,debit,Tuesday,28,1,2025,False,-14522.109999999993
241,2025-01-28 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-222.95,debit,Tuesday,28,1,2025,False,-14745.059999999994
242,2025-01-29 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-99.51,debit,Wednesday,29,1,2025,False,-14844.569999999994
243,2025-01-29 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-43.5,debit,Wednesday,29,1,2025,False,-14888.069999999994
244,2025-01-30 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-65.58,debit,Thursday,30,1,2025,False,-14953.649999999994
245,2025-01-31 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-84.78,debit,Friday,31,1,2025,True,-15038.429999999995
246,2025-02-01 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-199.8,debit,Saturday,1,2,2025,True,-15238.229999999994
247,2025-02-01 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-175.89,debit,Saturday,1,2,2025,True,-15414.119999999994
248,2025-02-02 10:58:05.115834,Parking - Transportation,Parking,Transportation,-79.84,debit,Sunday,2,2,2025,False,-15493.959999999994
249,2025-02-03 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-213.52,debit,Monday,3,2,2025,False,-15707.479999999994
250,2025-02-04 10:58:05.115834,VOX Cinemas - Entertainment,VOX Cinemas,Entertainment,-457.99,debit,Tuesday,4,2,2025,False,-16165.469999999994
251,2025-02-04 10:58:05.115834,ADNOC - Transportation,ADNOC,Transportation,-140.59,debit,Tuesday,4,2,2025,False,-16306.059999999994
252,2025-02-04 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-334.75,debit,Tuesday,4,2,2025,False,-16640.809999999994
253,2025-02-04 10:58:05.115834,West Zone - Groceries,West Zone,Groceries,-578.62,debit,Tuesday,4,2,2025,False,-17219.429999999993
254,2025-02-05 10:58:05.115834,Spotify - Entertainment,Spotify,Entertainment,-244.71,debit,Wednesday,5,2,2025,False,-17464.139999999992
255,2025-02-06 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-451.77,debit,Thursday,6,2,2025,False,-17915.909999999993
256,2025-02-07 10:58:05.115834,Pizza Hut - Dining & Coffee [UNUSUAL],Pizza Hut,Dining & Coffee,-648.9430758782187,debit,Friday,7,2,2025,True,-18046.609999999993
257,2025-02-07 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-352.72,debit,Friday,7,2,2025,True,-18399.329999999994
258,2025-02-08 10:58:05.115834,Salary Deposit - Company XYZ,Employer,Income,16771.0,credit,Saturday,8,2,2025,True,-1628.3299999999945
259,2025-02-08 10:58:05.115834,Spotify - Entertainment,Spotify,Entertainment,-132.93,debit,Saturday,8,2,2025,True,-1761.2599999999945
260,2025-02-08 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-146.31,debit,Saturday,8,2,2025,True,-1907.5699999999945
261,2025-02-08 10:58:05.115834,DEWA - Utilities,DEWA,Utilities,-873.1,debit,Saturday,8,2,2025,True,-2780.6699999999946
262,2025-02-09 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-100.37,debit,Sunday,9,2,2025,False,-2881.0399999999945
263,2025-02-09 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-107.2,debit,Sunday,9,2,2025,False,-2988.2399999999943
264,2025-02-09 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-251.69,debit,Sunday,9,2,2025,False,-3239.9299999999944
265,2025-02-09 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-389.17,debit,Sunday,9,2,2025,False,-3629.0999999999945
266,2025-02-09 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-67.33,debit,Sunday,9,2,2025,False,-3696.4299999999944
267,2025-02-09 10:58:05.115834,Spotify - Entertainment,Spotify,Entertainment,-394.6,debit,Sunday,9,2,2025,False,-4091.0299999999943
268,2025-02-10 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-66.11,debit,Monday,10,2,2025,False,-4157.139999999994
269,2025-02-10 10:58:05.115834,Parking - Transportation,Parking,Transportation,-664.59,debit,Monday,10,2,2025,False,-4821.729999999994
270,2025-02-10 10:58:05.115834,Yoga Studio - Fitness,Yoga Studio,Fitness,-490.18,debit,Monday,10,2,2025,False,-5311.909999999994
271,2025-02-10 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-196.44,debit,Monday,10,2,2025,False,-5508.349999999994
272,2025-02-11 10:58:05.115834,Noon.com - Shopping,Noon.com,Shopping,-554.31,debit,Tuesday,11,2,2025,False,-6062.659999999994
273,2025-02-11 10:58:05.115834,Uber - Transportation,Uber,Transportation,-206.51,debit,Tuesday,11,2,2025,False,-6269.169999999995
274,2025-02-12 10:58:05.115834,Uber - Transportation,Uber,Transportation,-299.25,debit,Wednesday,12,2,2025,False,-6568.419999999995
275,2025-02-13 10:58:05.115834,Yoga Studio - Fitness,Yoga Studio,Fitness,-424.1,debit,Thursday,13,2,2025,False,-6992.519999999995
276,2025-02-13 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-199.74,debit,Thursday,13,2,2025,False,-7192.259999999995
277,2025-02-13 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-160.56,debit,Thursday,13,2,2025,False,-7352.819999999995
278,2025-02-14 10:58:05.115834,Home Centre - Shopping,Home Centre,Shopping,-127.5,debit,Friday,14,2,2025,True,-7480.319999999995
279,2025-02-14 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-156.53,debit,Friday,14,2,2025,True,-7636.849999999995
280,2025-02-15 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-54.24,debit,Saturday,15,2,2025,True,-7691.089999999995
281,2025-02-15 10:58:05.115834,Pizza Hut - Dining & Coffee,Pizza Hut,Dining & Coffee,-97.93,debit,Saturday,15,2,2025,True,-7789.019999999995
282,2025-02-15 10:58:05.115834,Careem - Transportation,Careem,Transportation,-38.0,debit,Saturday,15,2,2025,True,-7827.019999999995
283,2025-02-16 10:58:05.115834,Parking - Transportation,Parking,Transportation,-43.18,debit,Sunday,16,2,2025,False,-7870.199999999995
284,2025-02-16 10:58:05.115834,Lulu Hypermarket - Groceries,Lulu Hypermarket,Groceries,-360.54,debit,Sunday,16,2,2025,False,-8230.739999999996
285,2025-02-17 10:58:05.115834,Parking - Transportation,Parking,Transportation,-149.83,debit,Monday,17,2,2025,False,-8380.569999999996
286,2025-02-17 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-61.37,debit,Monday,17,2,2025,False,-8441.939999999997
287,2025-02-17 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-38.35,debit,Monday,17,2,2025,False,-8480.289999999997
288,2025-02-17 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-92.88,debit,Monday,17,2,2025,False,-8573.169999999996
289,2025-02-17 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-52.96,debit,Monday,17,2,2025,False,-8626.129999999996
290,2025-02-17 10:58:05.115834,VOX Cinemas - Entertainment,VOX Cinemas,Entertainment,-73.13,debit,Monday,17,2,2025,False,-8699.259999999995
291,2025-02-18 10:58:05.115834,Netflix - Entertainment,Netflix,Entertainment,-296.17,debit,Tuesday,18,2,2025,False,-8995.429999999995
292,2025-02-19 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-190.57,debit,Wednesday,19,2,2025,False,-9185.999999999995
293,2025-02-19 10:58:05.115834,IKEA - Shopping,IKEA,Shopping,-158.13,debit,Wednesday,19,2,2025,False,-9344.129999999994
294,2025-02-20 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-84.77,debit,Thursday,20,2,2025,False,-9428.899999999994
295,2025-02-20 10:58:05.115834,McDonald's - Dining & Coffee,McDonald's,Dining & Coffee,-158.26,debit,Thursday,20,2,2025,False,-9587.159999999994
296,2025-02-20 10:58:05.115834,Boots Pharmacy - Healthcare,Boots Pharmacy,Healthcare,-1344.98,debit,Thursday,20,2,2025,False,-10932.139999999994
297,2025-02-22 10:58:05.115834,Spotify - Entertainment,Spotify,Entertainment,-395.11,debit,Saturday,22,2,2025,True,-11327.249999999995
298,2025-02-22 10:58:05.115834,Uber - Transportation,Uber,Transportation,-40.04,debit,Saturday,22,2,2025,True,-11367.289999999995
299,2025-02-23 10:58:05.115834,Parking - Transportation,Parking,Transportation,-83.92,debit,Sunday,23,2,2025,False,-11451.209999999995
300,2025-02-24 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-286.19,debit,Monday,24,2,2025,False,-11737.399999999996
301,2025-02-24 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-254.6,debit,Monday,24,2,2025,False,-11991.999999999996
302,2025-02-24 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-116.59,debit,Monday,24,2,2025,False,-12108.589999999997
303,2025-02-24 10:58:05.115834,Parking - Transportation,Parking,Transportation,-282.93,debit,Monday,24,2,2025,False,-12391.519999999997
304,2025-02-25 10:58:05.115834,Careem - Transportation,Careem,Transportation,-221.59,debit,Tuesday,25,2,2025,False,-12613.109999999997
305,2025-02-25 10:58:05.115834,PlayStation Store - Entertainment,PlayStation Store,Entertainment,-243.21,debit,Tuesday,25,2,2025,False,-12856.319999999996
306,2025-02-26 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-34.97,debit,Wednesday,26,2,2025,False,-12891.289999999995
307,2025-02-26 10:58:05.115834,Amazon.ae - Shopping,Amazon.ae,Shopping,-626.72,debit,Wednesday,26,2,2025,False,-13518.009999999995
308,2025-02-27 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-181.36,debit,Thursday,27,2,2025,False,-13699.369999999995
309,2025-02-27 10:58:05.115834,ADNOC - Transportation,ADNOC,Transportation,-130.01,debit,Thursday,27,2,2025,False,-13829.379999999996
310,2025-02-27 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-284.67,debit,Thursday,27,2,2025,False,-14114.049999999996
311,2025-03-02 10:58:05.115834,YouTube Premium - Subscriptions,YouTube Premium,Subscriptions,-60.02,debit,Sunday,2,3,2025,False,-14174.069999999996
312,2025-03-02 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-123.48,debit,Sunday,2,3,2025,False,-14297.549999999996
313,2025-03-02 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-105.6,debit,Sunday,2,3,2025,False,-14403.149999999996
314,2025-03-02 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-255.57,debit,Sunday,2,3,2025,False,-14658.719999999996
315,2025-03-03 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-98.62,debit,Monday,3,3,2025,False,-14757.339999999997
316,2025-03-03 10:58:05.115834,ADNOC - Transportation,ADNOC,Transportation,-244.09,debit,Monday,3,3,2025,False,-15001.429999999997
317,2025-03-03 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-146.75,debit,Monday,3,3,2025,False,-15148.179999999997
318,2025-03-04 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-66.3,debit,Tuesday,4,3,2025,False,-15214.479999999996
319,2025-03-04 10:58:05.115834,West Zone - Groceries,West Zone,Groceries,-164.8,debit,Tuesday,4,3,2025,False,-15379.279999999995
320,2025-03-04 10:58:05.115834,Spotify - Entertainment,Spotify,Entertainment,-43.61,debit,Tuesday,4,3,2025,False,-15422.889999999996
321,2025-03-04 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-378.67,debit,Tuesday,4,3,2025,False,-15801.559999999996
322,2025-03-04 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-149.54,debit,Tuesday,4,3,2025,False,-15951.099999999997
323,2025-03-04 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-69.56,debit,Tuesday,4,3,2025,False,-16020.659999999996
324,2025-03-05 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-272.39,debit,Wednesday,5,3,2025,False,-16293.049999999996
325,2025-03-06 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-39.38,debit,Thursday,6,3,2025,False,-16332.429999999995
326,2025-03-06 10:58:05.115834,Careem - Transportation,Careem,Transportation,-29.47,debit,Thursday,6,3,2025,False,-16361.899999999994
327,2025-03-06 10:58:05.115834,Boots Pharmacy - Healthcare,Boots Pharmacy,Healthcare,-468.85,debit,Thursday,6,3,2025,False,-16830.749999999993
328,2025-03-06 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-70.8,debit,Thursday,6,3,2025,False,-16901.549999999992
329,2025-03-07 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-126.04,debit,Friday,7,3,2025,True,-17027.589999999993
330,2025-03-07 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-277.23,debit,Friday,7,3,2025,True,-17304.819999999992
331,2025-03-09 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-187.94,debit,Sunday,9,3,2025,False,-17492.75999999999
332,2025-03-09 10:58:05.115834,Spotify - Entertainment,Spotify,Entertainment,-463.12,debit,Sunday,9,3,2025,False,-17955.87999999999
333,2025-03-09 10:58:05.115834,Etisalat - Utilities,Etisalat,Utilities,-505.66,debit,Sunday,9,3,2025,False,-18461.53999999999
334,2025-03-10 10:58:05.115834,Disney+ - Subscriptions,Disney+,Subscriptions,-25.77,debit,Monday,10,3,2025,False,-18487.30999999999
335,2025-03-10 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-218.8,debit,Monday,10,3,2025,False,-18706.10999999999
336,2025-03-10 10:58:05.115834,ADNOC - Transportation,ADNOC,Transportation,-171.35,debit,Monday,10,3,2025,False,-18877.45999999999
337,2025-03-10 10:58:05.115834,Salary Deposit - Company XYZ,Employer,Income,16418.0,credit,Monday,10,3,2025,False,-2459.459999999988
338,2025-03-13 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-219.04,debit,Thursday,13,3,2025,False,-2678.499999999988
339,2025-03-13 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-81.35,debit,Thursday,13,3,2025,False,-2759.849999999988
340,2025-03-13 10:58:05.115834,Choithrams - Groceries,Choithrams,Groceries,-279.22,debit,Thursday,13,3,2025,False,-3039.069999999988
341,2025-03-13 10:58:05.115834,Zara - Shopping,Zara,Shopping,-197.8,debit,Thursday,13,3,2025,False,-3236.869999999988
342,2025-03-14 10:58:05.115834,Parking - Transportation,Parking,Transportation,-24.92,debit,Friday,14,3,2025,True,-3261.789999999988
343,2025-03-15 10:58:05.115834,Uber - Transportation,Uber,Transportation,-99.57,debit,Saturday,15,3,2025,True,-3361.3599999999883
344,2025-03-16 10:58:05.115834,Parking - Transportation,Parking,Transportation,-107.66,debit,Sunday,16,3,2025,False,-3469.019999999988
345,2025-03-16 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-145.91,debit,Sunday,16,3,2025,False,-3614.929999999988
346,2025-03-16 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-83.22,debit,Sunday,16,3,2025,False,-3698.149999999988
347,2025-03-17 10:58:05.115834,Parking - Transportation,Parking,Transportation,-204.43,debit,Monday,17,3,2025,False,-3902.5799999999876
348,2025-03-17 10:58:05.115834,West Zone - Groceries,West Zone,Groceries,-271.63,debit,Monday,17,3,2025,False,-4174.209999999987
349,2025-03-17 10:58:05.115834,Costa Coffee - Dining & Coffee,Costa Coffee,Dining & Coffee,-190.99,debit,Monday,17,3,2025,False,-4365.199999999987
350,2025-03-17 10:58:05.115834,Amazon Prime - Subscriptions,Amazon Prime,Subscriptions,-51.24,debit,Monday,17,3,2025,False,-4416.439999999987
351,2025-03-18 10:58:05.115834,DEWA - Utilities,DEWA,Utilities,-295.38,debit,Tuesday,18,3,2025,False,-4711.819999999987
352,2025-03-18 10:58:05.115834,Noon.com - Shopping,Noon.com,Shopping,-129.68,debit,Tuesday,18,3,2025,False,-4841.499999999987
353,2025-03-19 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-98.35,debit,Wednesday,19,3,2025,False,-4939.849999999988
354,2025-03-19 10:58:05.115834,Boots Pharmacy - Healthcare,Boots Pharmacy,Healthcare,-177.83,debit,Wednesday,19,3,2025,False,-5117.679999999988
355,2025-03-19 10:58:05.115834,ENOC Petrol - Transportation,ENOC Petrol,Transportation,-95.78,debit,Wednesday,19,3,2025,False,-5213.459999999987
356,2025-03-19 10:58:05.115834,RTA Salik - Transportation,RTA Salik,Transportation,-119.25,debit,Wednesday,19,3,2025,False,-5332.709999999987
357,2025-03-20 10:58:05.115834,Subway - Dining & Coffee,Subway,Dining & Coffee,-43.28,debit,Thursday,20,3,2025,False,-5375.989999999987
358,2025-03-20 10:58:05.115834,West Zone - Groceries,West Zone,Groceries,-211.03,debit,Thursday,20,3,2025,False,-5587.019999999987
359,2025-03-20 10:58:05.115834,Parking - Transportation,Parking,Transportation,-136.93,debit,Thursday,20,3,2025,False,-5723.949999999987
360,2025-03-20 10:58:05.115834,Netflix - Entertainment,Netflix,Entertainment,-406.59,debit,Thursday,20,3,2025,False,-6130.539999999987
361,2025-03-21 10:58:05.115834,Spinneys - Groceries,Spinneys,Groceries,-172.88,debit,Friday,21,3,2025,True,-6303.419999999987
362,2025-03-23 10:58:05.115834,VOX Cinemas - Entertainment,VOX Cinemas,Entertainment,-331.35,debit,Sunday,23,3,2025,False,-6634.769999999988
363,2025-03-24 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-191.76,debit,Monday,24,3,2025,False,-6826.529999999988
364,2025-03-24 10:58:05.115834,Uber - Transportation,Uber,Transportation,-219.88,debit,Monday,24,3,2025,False,-7046.409999999988
365,2025-03-24 10:58:05.115834,PlayStation Store - Entertainment,PlayStation Store,Entertainment,-266.37,debit,Monday,24,3,2025,False,-7312.779999999988
366,2025-03-25 10:58:05.115834,Zara - Shopping,Zara,Shopping,-847.22,debit,Tuesday,25,3,2025,False,-8159.999999999988
367,2025-03-25 10:58:05.115834,Tim Hortons - Dining & Coffee,Tim Hortons,Dining & Coffee,-73.49,debit,Tuesday,25,3,2025,False,-8233.489999999989
368,2025-03-25 10:58:05.115834,Starbucks - Dining & Coffee,Starbucks,Dining & Coffee,-75.99,debit,Tuesday,25,3,2025,False,-8309.479999999989
369,2025-03-25 10:58:05.115834,Careem - Transportation,Careem,Transportation,-65.68,debit,Tuesday,25,3,2025,False,-8375.159999999989
370,2025-03-26 10:58:05.115834,H&M - Shopping,H&M,Shopping,-718.89,debit,Wednesday,26,3,2025,False,-9094.049999999988
371,2025-03-26 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-202.85,debit,Wednesday,26,3,2025,False,-9296.899999999989
372,2025-03-28 10:58:05.115834,Carrefour - Groceries,Carrefour,Groceries,-382.39,debit,Friday,28,3,2025,True,-9679.289999999988
373,2025-03-28 10:58:05.115834,YouTube Premium - Subscriptions,YouTube Premium,Subscriptions,-181.02,debit,Friday,28,3,2025,True,-9860.309999999989
374,2025-03-28 10:58:05.115834,West Zone - Groceries,West Zone,Groceries,-450.78,debit,Friday,28,3,2025,True,-10311.08999999999
375,2025-03-28 10:58:05.115834,West Zone - Groceries,West Zone,Groceries,-191.55,debit,Friday,28,3,2025,True,-10502.639999999989
